TIME	INTERVALO	Temp Tanque 2
830.000	1.000	25.995258
831.000	1.000	26.002827
832.000	1.000	26.000065
833.000	1.000	26.000065
834.000	1.000	26.004250
835.000	1.000	26.014338
836.000	1.000	26.014338
837.000	1.000	26.017302
838.000	1.000	26.014610
839.000	1.000	26.017117
840.000	1.000	26.017117
841.000	1.000	26.017117
842.000	1.000	26.016544
843.000	1.000	26.027853
844.000	1.000	26.026949
845.000	1.000	26.026949
846.000	1.000	26.029804
847.000	1.000	26.048216
848.000	1.000	26.046928
849.000	1.000	26.046928
850.000	1.000	26.047369
851.000	1.000	26.048347
852.000	1.000	26.048347
853.000	1.000	26.048384
854.000	1.000	26.048384
855.000	1.000	26.054720
856.000	1.000	26.053541
857.000	1.000	26.053541
858.000	1.000	26.053541
859.000	1.000	26.057390
860.000	1.000	26.062286
861.000	1.000	26.062286
862.000	1.000	26.064899
863.000	1.000	26.065489
864.000	1.000	26.065489
865.000	1.000	26.069391
866.000	1.000	26.069391
867.000	1.000	26.073057
868.000	1.000	26.075415
869.000	1.000	26.076427
870.000	1.000	26.076427
871.000	1.000	26.081327
872.000	1.000	26.096529
873.000	1.000	26.096529
874.000	1.000	26.099182
875.000	1.000	26.099182
876.000	1.000	26.102421
877.000	1.000	26.109657
878.000	1.000	26.109657
879.000	1.000	26.107983
880.000	1.000	26.111517
881.000	1.000	26.112751
882.000	1.000	26.112751
883.000	1.000	26.112679
884.000	1.000	26.073563
885.000	1.000	26.073044
886.000	1.000	26.073044
887.000	1.000	26.073044
888.000	1.000	26.077484
889.000	1.000	26.078037
890.000	1.000	26.078037
891.000	1.000	26.070503
892.000	1.000	26.074961
893.000	1.000	26.073910
894.000	1.000	26.073910
895.000	1.000	26.081625
896.000	1.000	26.116589
897.000	1.000	26.117676
898.000	1.000	26.117676
899.000	1.000	26.117676
900.000	1.000	26.119093
901.000	1.000	26.120699
902.000	1.000	26.121136
903.000	1.000	26.121136
904.000	1.000	26.119184
905.000	1.000	26.117599
906.000	1.000	26.118855
907.000	1.000	26.118855
908.000	1.000	26.116388
909.000	1.000	26.125135
910.000	1.000	26.125135
911.000	1.000	26.125135
912.000	1.000	26.131804
913.000	1.000	26.137880
914.000	1.000	26.145205
915.000	1.000	26.145205
916.000	1.000	26.143826
917.000	1.000	26.151964
918.000	1.000	26.149515
919.000	1.000	26.149515
920.000	1.000	26.202431
921.000	1.000	26.207901
922.000	1.000	26.207901
923.000	1.000	26.203167
924.000	1.000	26.203167
925.000	1.000	26.202656
926.000	1.000	26.201347
927.000	1.000	26.196707
928.000	1.000	26.196707
929.000	1.000	26.199636
930.000	1.000	26.199522
931.000	1.000	26.199522
932.000	1.000	26.122856
933.000	1.000	26.123535
934.000	1.000	26.123535
935.000	1.000	26.122654
936.000	1.000	26.122654
937.000	1.000	26.123281
938.000	1.000	26.125896
939.000	1.000	26.130312
940.000	1.000	26.130312
941.000	1.000	26.123152
942.000	1.000	26.128233
943.000	1.000	26.178486
944.000	1.000	26.178486
945.000	1.000	26.178486
946.000	1.000	26.171297
947.000	1.000	26.171055
948.000	1.000	26.176542
949.000	1.000	26.176542
950.000	1.000	26.175180
951.000	1.000	26.184496
952.000	1.000	26.184496
953.000	1.000	26.185734
954.000	1.000	26.192062
955.000	1.000	26.169773
956.000	1.000	26.169773
957.000	1.000	26.169773
958.000	1.000	26.199467
959.000	1.000	26.200829
960.000	1.000	26.207626
961.000	1.000	26.207626
962.000	1.000	26.208782
963.000	1.000	26.209909
964.000	1.000	26.212872
965.000	1.000	26.212872
966.000	1.000	26.210863
967.000	1.000	26.211271
968.000	1.000	26.202648
969.000	1.000	26.202648
970.000	1.000	26.202648
971.000	1.000	26.202854
972.000	1.000	26.208914
973.000	1.000	26.208914
974.000	1.000	26.214066
975.000	1.000	26.215925
976.000	1.000	26.219336
977.000	1.000	26.219336
978.000	1.000	26.220291
979.000	1.000	26.217764
980.000	1.000	26.217764
981.000	1.000	26.251898
982.000	1.000	26.251898
983.000	1.000	26.249889
